name	Cnname	compactsave	version	level	ShowLevel	spawnable	PermStoreItem	multibuy	useable	type	type2	auto prefix	levelreq	reqstr	reqdex	rarity	speed	nodurability	cost	gamble cost	code	alternategfx	namestr	component	invwidth	invheight	hasinv	gemsockets	gemapplytype	flippyfile	invfile	uniqueinvfile	Transmogrify	TMogType	TMogMin	TMogMax	dropsound	dropsfxframe	usesound	unique	transparent	transtbl	lightradius	belt	autobelt	stackable	minstack	maxstack	spawnstack	quest	questdiffcheck	missiletype	spellicon	pSpell	state	cstate1	cstate2	len	stat1	calc1	stat2	calc2	stat3	calc3	spelldesc	spelldescstr	spelldescstr2	spelldesccalc	spelldesccolor	durwarning	qntwarning	gemoffset	BetterGem	bitfield1	GheedMin	GheedMax	GheedMagicMin	GheedMagicMax	GheedMagicLvl	CharsiMin	CharsiMax	CharsiMagicMin	CharsiMagicMax	CharsiMagicLvl	AkaraMin	AkaraMax	AkaraMagicMin	AkaraMagicMax	AkaraMagicLvl	FaraMin	FaraMax	FaraMagicMin	FaraMagicMax	FaraMagicLvl	LysanderMin	LysanderMax	LysanderMagicMin	LysanderMagicMax	LysanderMagicLvl	DrognanMin	DrognanMax	DrognanMagicMin	DrognanMagicMax	DrognanMagicLvl	ElzixMin	ElzixMax	ElzixMagicMin	ElzixMagicMax	ElzixMagicLvl	HratliMin	HratliMax	HratliMagicMin	HratliMagicMax	HratliMagicLvl	AlkorMin	AlkorMax	AlkorMagicMin	AlkorMagicMax	AlkorMagicLvl	OrmusMin	OrmusMax	OrmusMagicMin	OrmusMagicMax	OrmusMagicLvl	AshearaMin	AshearaMax	AshearaMagicMin	AshearaMagicMax	AshearaMagicLvl	CainMin	CainMax	CainMagicMin	CainMagicMax	CainMagicLvl	HalbuMin	HalbuMax	HalbuMagicMin	HalbuMagicMax	HalbuMagicLvl	JamellaMin	JamellaMax	JamellaMagicMin	JamellaMagicMax	JamellaMagicLvl	MalahMin	MalahMax	MalahMagicMin	MalahMagicMax	MalahMagicLvl	LarzukMin	LarzukMax	LarzukMagicMin	LarzukMagicMax	LarzukMagicLvl	AnyaMin	AnyaMax	AnyaMagicMin	AnyaMagicMax	AnyaMagicLvl	Transform	InvTrans	SkipName	NightmareUpgrade	HellUpgrade	mindam	maxdam	Nameable	diablocloneweight
Twisted Essence of Suffering	扭曲的苦怨精華	0	100	0	0				0	ques			0			1	0	1	10000		tes	fng	tes	16	1	1	0	0	0	flpgsb	invtes		0	xxx			item_rare	12	item_rare	0	0	5	0	0	0	0	0	0	0			0	-1	-1																0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255	1	1	1	1	255					255					255	0	0	0	xxx	xxx				
Charged Essense of Hatred	充盈的憎恨精華	0	100	0	0				0	ques			0			1	0	1	10000		ceh	eyz	ceh	16	1	1	0	0	0	flpgsy	invceh		0	xxx			item_rare	12	item_rare	0	0	5	0	0	0	0	0	0	0			0	-1	-1																0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255	1	1	1	1	255					255					255	0	0	0	xxx	xxx				
Burning Essence of Terror	燃燒的恐懼精華	0	100	0	0				0	ques			0			1	0	1	10000		bet	fng	bet	16	1	1	0	0	0	flpgsr	invbet		0	xxx			item_rare	12	item_rare	0	0	5	0	0	0	0	0	0	0			0	-1	-1																0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255	1	1	1	1	255					255					255	0	0	0	xxx	xxx				
Festering Essence of Destruction	潰爛的毀滅精華	0	100	0	0				0	ques			0			1	0	1	10000		fed	brz	fed	16	1	1	0	0	0	flpgsg	invfed		0	xxx			item_rare	12	item_rare	0	0	5	0	0	0	0	0	0	0			0	-1	-1																0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255	1	1	1	1	255					255					255	0	0	0	xxx	xxx				
Key of Terror	恐懼之鑰	0	100	0	0				0	ques			0			1	0	1	99999		pk1	key	pk1	16	1	2	0	0	0	flpmph	invmph		0	xxx			item_amulet	12	torch_key_hd	0	0	5	0	0	0	0	0	0	0			0	-1	-1																0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255	1	1	1	1	255					255					255	0	0	0	xxx	xxx				
Key of Hate	憎恨之鑰	0	100	0	0				0	ques			0			1	0	1	99999		pk2	key	pk2	16	1	2	0	0	0	flpmph	invmph		0	xxx			item_jewel_hd	12	torch_key_hd	0	0	5	0	0	0	0	0	0	0			0	-1	-1																0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255	1	1	1	1	255					255					255	0	0	0	xxx	xxx				
Key of Destruction	毀滅之鑰	0	100	0	0				0	ques			0			1	0	1	99999		pk3	key	pk3	16	1	2	0	0	0	flpmph	invmph		0	xxx			torch_key_hd	12	torch_key_hd	0	0	5	0	0	0	0	0	0	0			0	-1	-1																0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255	1	1	1	1	255					255					255	0	0	0	xxx	xxx				
Diablo's Horn	迪亞布羅之角	0	100	0	0				0	ques			0			1	0	1	80		dhn	fng	dhn	16	1	1	0	0	0	flpfang	invfang		0	xxx			item_gem	12	item_monsterbone	0	0	5	0	0	0	0	0	0	0			0	-1	-1																0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255	1	1	1	1	255					255					255	0	0	0	xxx	xxx				
Baal's Eye	巴爾之眼	0	100	0	0				0	ques			0			1	0	1	80		bey	eyz	bey	16	1	1	0	0	0	flpeye	inveye		0	xxx			item_gem	12	item_monsterbone	0	0	5	0	0	0	0	0	0	0			0	-1	-1																0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255	1	1	1	1	255					255					255	0	0	0	xxx	xxx				
Mephisto's Brain	墨菲斯托之腦	0	100	0	0				0	ques			0			1	0	1	80		mbr	brz	mbr	16	1	1	0	0	0	flpbrnz	invbrnz		0	xxx			item_gem	12	item_monsterbone	0	0	5	0	0	0	0	0	0	0			0	-1	-1																0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255	1	1	1	1	255					255					255	0	0	0	xxx	xxx				
Standard of Heroes	英雄旗幟	0	100	90	0				0	ques			90			4	0	1	2000		std	flg	std	16	1	1	0	0	0	flpflag	invflag		0	xxx			item_charm	12	item_charm	1	0	5	0	0	0	0	0	0	0			0	-1	-1																0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255	1	1	1	1	255					255					255	0	0	0	xxx	xxx				
Malah's Potion	瑪拉的藥水	0	100	0	0				0	ques			0			999	0	1	10000		ice	scr	ice	16	1	1	0	0	0	flpwps	invxyz		0	xxx			item_potion	14	item_potion_drink	0	0	5	0	0	0	0	0	0	0	32	1	0	-1	-1											1	MalahsPotionDescription			4	0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx				
Scroll of Resistance	抗性卷軸	1	100	0	0				1	ques			0			999	0	1	0		tr2	scr	tr2	16	2	2	0	0	0	flpscr	invscb		0	xxx			item_scroll	10	item_scroll	1	0	5	0	0	0	0	0	0	0	32	1	0	-1	12											1	UseScrollOfResistance	UseScrollOfResistanceController		4	0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx				
Potion of Life	生命藥水	0	0	0	0				1	apot			0			999	0	1	10000		xyz	scr	xyz	16	1	1	0	0	0	flpwps	invxyz		0	xxx			item_potion	14	item_potion_drink	0	0	5	0	0	0	0	0	0	0	19	1	0	-1	11											1	UsePotionOfLife	UsePotionOfLifeController		4	0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx				
Healing Potion	生命藥水	1	0	0	0				1	apot			0			1	0	1	30		hpo	hpo	hpo	16	1	1	0	0	0	flprps	invrps		0	xxx			item_potion	14	item_potion_drink	0	0	5	0	1	1	0	0	0	0			0	-1	4																0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx				
Mana Potion	法力藥水	1	0	0	0				1	apot			0			1	0	1	30		mpo	mpo	mpo	16	1	1	0	0	0	flpbps	invbps		0	xxx			item_potion	14	item_potion_drink	0	0	5	0	1	0	0	0	0	0			0	-1	4																0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx				
Full Healing Potion	#N/A	1	0	0	0				1	apot			0			2	0	1	150		hpf	hpo	hpf	16	1	1	0	0	0	flprpl	invrpl		0	xxx			item_potion	14	item_potion_drink	0	0	5	0	1	1	0	0	0	0			0	-1	4																0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx				
Full Mana Potion	#N/A	1	0	0	0				1	apot			0			2	0	1	150		mpf	mpo	mpf	16	1	1	0	0	0	flpbpl	invbpl		0	xxx			item_potion	14	item_potion_drink	0	0	5	0	1	0	0	0	0	0			0	-1	4																0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx				
Tail	尾巴	0	0	0	0				0	body			0			1	0	1	63		tal	tal	tal	16	1	1	0	0	0	flptail	invtail		1	vps	0	0	item_monsterguts	14	item_monsterguts	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	convertsto				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx				
Fang	尖牙	0	0	0	0				0	body			0			1	0	1	80		fng	fng	fng	16	1	1	0	0	0	flpfang	invfang		1	key	1	1	item_monsterbone	12	item_monsterbone	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	convertsto				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx				
Horn	尖角	0	0	0	0				0	body			0			1	0	1	32		hrn	hrn	hrn	16	1	1	0	0	0	flphorn	invhorn		1	aqv	10	40	item_monsterbone	12	item_monsterbone	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	convertsto				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx				
Scalp	頭皮	0	0	0	0				0	body			0			1	0	1	40		scz	scz	scz	16	1	1	0	0	0	flpscp	invscp		1	hpf	0	0	item_monsterguts	14	item_monsterguts	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	convertsto				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx				
Spleen	脾臟	0	0	0	0				0	body			0			1	0	1	85		spe	spe	spe	16	1	1	0	0	0	flpsple	invsple		1	gps	1	1	item_monsterguts	14	item_monsterguts	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	convertsto				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx				
Herb	藥草	0	100	3	0				1	herb			0			3	0	1	75		hrb	hrb	hrb	16	1	1	0	0	0	flphrb	invhrb		0	xxx			item_herb	12	item_herb	0	0	5	0	1	0	0	0	0	0			0	-1	10	innersight			1000	velocitypercent	25										0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx				
Small Red Potion	#N/A	1	100	0	0				0	hpot			0			1	0	1	100		rps	rps	rps	16	1	1	0	0	0	flprps	invrps		0	xxx			item_potion	14	item_potion_drink	0	0	5	0	0	0	1	5	10	0			0	-1	-1																0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx				
Large Red Potion	#N/A	1	100	0	0				0	hpot			0			1	0	1	100		rpl	rpl	rpl	16	1	1	0	0	0	flprpl	invrpl		0	xxx			item_potion	14	item_potion_drink	0	0	5	0	0	0	1	5	10	0			0	-1	-1																0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx				
Small Blue Potion	#N/A	1	100	0	0				0	mpot			0			1	0	1	100		bps	bps	bps	16	1	1	0	0	0	flpbps	invbps		0	xxx			item_potion	14	item_potion_drink	0	0	5	0	0	0	1	5	10	0			0	-1	-1																0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx				
Large Blue Potion	#N/A	1	100	0	0				0	mpot			0			1	0	1	100		bpl	bpl	bpl	16	1	1	0	0	0	flpbpl	invbpl		0	xxx			item_potion	14	item_potion_drink	0	0	5	0	0	0	1	5	10	0			0	-1	-1																0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx				
Scroll of Knowledge	知識卷軸	0	100	0	0				0	scro			0			0	0	1	100		0sc	rsc	0sc	16	1	1	0	0	0	flprsc	invrsc		0	xxx			item_scroll	10	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1	-1																0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx				
Elixir	靈藥(经验药)	0	0	0	0					apot			0			4	0	1	1		elx	elx	ExpPotionName	16	1	1	0	0	0	flppot	invpot		0	xxx			item_potion	14	item_jewel	1	0	5	0	0	0	0	0	0	0			0	-1	4					experience	999999999					1	RightClickToExp			8	0	0	0	non	0	1	1	1	1	255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx				
The Black Tower Key	黑塔之鑰(金币包)	0	0	0	0					apot			0			4	0	1	1		luv	luv	GoldBagName	16	1	2	0	0	0	flpmph	invmph		0	xxx			item_key	12	item_gold	1	0	5	0	0	0	0	0	0	0			0	-1	4					goldbank	2500000	gold	5000			1	RightClickToGold			8	0	0	0	non	0	1	1	1	1	255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx				
Soul	靈魂(抗性药水)	0	0	0	0					apot			0			4	0	1	1		sol	scr	ResLFPPotionName	16	2	2	0	0	0	flpscr	invscb		0	xxx			item_scroll	10	item_scroll	1	0	5	0	0	0	0	0	0	0			0	-1	6	thawing	freeze	poison	9999999	coldresist	200	fireresist	200	poisonresist	200	1	RightClickToRes			8	0	0	0	non	0	1	1	1	1	255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx				
Flag	旗幟(属性点)	0	0	0	0					apot			0			4	0	1	1		flg	flg	BannerOfZakarumName	16	1	1	0	0	0	flpflag	invflag		0	xxx			item_lightarmor	12	item_lightarmor	1	0	5	0	0	0	0	0	0	0			0	-1	4	statpts				statpts	5					2	RightClickToStatusPoint		5	8	0	0	0	non	0	1	1	1	1	255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx				
Torch	火炬(技能点)	0	0	0	0					apot			0			4	0	1	1		tch	bsh	EmberOfKurastName	7	1	2	0	0	0	flptrch	invtrch		0	xxx			item_staff	12	item_staff	1	1	3	6	0	0	0	0	0	0			0	-1	4	newskills				newskills	1					2	RightClickToSkillPoint		1	8	0	0	0	non	0	1	1	1	1	255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx				
Heart	之心 1	0	0	0	0					elix			0			4	0	1	1		hrt	hrt	qp1	16	1	1	0	0	0	flphrt	invhrt		0	hpo	0	0	item_rare	14	item_lightarmor	1	0	5	0	0	0	0	0	0	0			0	-1	-1											1	QuestItemPack1Info			4	0	0	0	non	0	1	1	1	1	255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx				
Brain	腦 2	0	0	0	0					elix			0			4	0	1	1		brz	brz	qp2	16	1	1	0	0	0	flpbrnz	invbrnz		0	opm	1	1	item_rare	14	item_lightarmor	1	0	5	0	0	0	0	0	0	0			0	-1	-1											1	QuestItemPack1Info			4	0	0	0	non	0					255					255					255					255					255					255	1	1	1	1	255					255	1	1	1	1	255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx				
Jawbone	顎骨 3	0	0	0	0					elix			0			4	0	1	1		jaw	jaw	qp3	16	1	1	0	0	0	flpjaw	invjaw		0	cqv	10	40	item_rare	12	item_lightarmor	1	0	5	0	0	0	0	0	0	0			0	-1	-1											1	QuestItemPack1Info			4	0	0	0	non	0					255					255					255					255					255					255					255					255	1	1	1	1	255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx				
Eye	之眼 4	0	0	0	0					elix			0			4	0	1	1		eyz	eyz	qp4	16	1	1	0	0	0	flpeye	inveye		0	mpo	0	0	item_rare	14	item_lightarmor	1	0	5	0	0	0	0	0	0	0			0	-1	-1											1	QuestItemPack1Info			4	0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx				
Quill	刺針 5	0	0	0	0					elix			0			4	0	1	1		qll	qll	qp5	16	1	1	0	0	0	flpquil	invquil		0	aqv	10	40	item_rare	12	item_lightarmor	1	0	5	0	0	0	0	0	0	0			0	-1	-1											1	QuestItemPack1Info			4	0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	1	1	1	1	255	0	0	0	xxx	xxx				
Soul Ore Extra Gold		1	0	0	0	1	0		0	sore			0			7	0	1	49998		s60	s60	s60	16	1	1	0	0	0	flpgsg	invgsgd		0				item_rune	12	item_rune	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	SoulOreExtraGold			8	0	0	0	non	0	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0	0	xxx	xxx				
Soul Ore Magic Find		1	0	0	0	1	0		0	sore			0			15	0	1	49998		s71	s71	s71	16	1	1	0	0	0	flpgsg	invgsgd		0				item_rune	12	item_rune	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	SoulOreMagicFind			8	0	0	0	non	0	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0	0	xxx	xxx				
Soul Ore Exp %		1	0	0	0	1	0		0	sore			0			15	0	1	49998		s72	s72	s72	16	1	1	0	0	0	flpgsg	invgsgd		0				item_rune	12	item_rune	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	SoulOreExp			8	0	0	0	non	0	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0	0	xxx	xxx				
Soul Ore Reduce Requirements		1	0	0	0	1	0		0	sore			0			9	0	1	49998		s95	s95	s95	16	1	1	0	0	0	flpgsg	invgsgd		0				item_rune	12	item_rune	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	SoulOreReduceReq			8	0	0	0	non	0	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0	0	xxx	xxx				
Soul Ore Indestructable		1	0	0	0	1	0		0	sore			0			27	0	1	79998		s97	s97	s97	16	1	1	0	0	0	flpgsg	invgsgd		0				item_rune	12	item_rune	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	SoulOreIndestruct			8	0	0	0	non	0	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0	0	xxx	xxx				
Soul Ore Fire Min		1	0	0	0	1	0		0	sore			0			9	0	1	49998		s61	s61	s61	16	1	1	0	0	0	flpgsr	invgsrd		0				item_rune	12	item_rune	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	SoulOreMinFireDam			8	0	0	0	non	0	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0	0	xxx	xxx				
Soul Ore Fire Max		1	0	0	0	1	0		0	sore			0			9	0	1	49998		s62	s62	s62	16	1	1	0	0	0	flpgsr	invgsrd		0				item_rune	12	item_rune	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	SoulOreMaxFireDam			8	0	0	0	non	0	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0	0	xxx	xxx				
Soul Ore Cold Min		1	0	0	0	1	0		0	sore			0			9	0	1	59998		s63	s63	s63	16	1	1	0	0	0	flpgsr	invgsrd		0				item_rune	12	item_rune	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	SoulOreMinColdDam			8	0	0	0	non	0	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0	0	xxx	xxx				
Soul Ore Cold Max		1	0	0	0	1	0		0	sore			0			9	0	1	59998		s64	s64	s64	16	1	1	0	0	0	flpgsr	invgsrd		0				item_rune	12	item_rune	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	SoulOreMaxColdDam			8	0	0	0	non	0	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0	0	xxx	xxx				
Soul Ore Lightning Min		1	0	0	0	1	0		0	sore			0			9	0	1	49998		s65	s65	s65	16	1	1	0	0	0	flpgsr	invgsrd		0				item_rune	12	item_rune	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	SoulOreMinLightningDam			8	0	0	0	non	0	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0	0	xxx	xxx				
Soul Ore Lightning Max		1	0	0	0	1	0		0	sore			0			9	0	1	49998		s66	s66	s66	16	1	1	0	0	0	flpgsr	invgsrd		0				item_rune	12	item_rune	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	SoulOreMaxLightningDam			8	0	0	0	non	0	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0	0	xxx	xxx				
Soul Ore Poison Min		1	0	0	0	1	0		0	sore			0			9	0	1	49998		s67	s67	s67	16	1	1	0	0	0	flpgsr	invgsrd		0				item_rune	12	item_rune	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	SoulOreMinPoisonDam			8	0	0	0	non	0	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0	0	xxx	xxx				
Soul Ore Poison Max		1	0	0	0	1	0		0	sore			0			9	0	1	49998		s68	s68	s68	16	1	1	0	0	0	flpgsr	invgsrd		0				item_rune	12	item_rune	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	SoulOreMaxPoisonDam			8	0	0	0	non	0	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0	0	xxx	xxx				
Soul Ore Damage Min		1	0	0	0	1	0		0	sore			0			9	0	1	49998		s69	s69	s69	16	1	1	0	0	0	flpgsr	invgsrd		0				item_rune	12	item_rune	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	SoulOreMinDam			8	0	0	0	non	0	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0	0	xxx	xxx				
Soul Ore Damage Max		1	0	0	0	1	0		0	sore			0			9	0	1	49998		s70	s70	s70	16	1	1	0	0	0	flpgsr	invgsrd		0				item_rune	12	item_rune	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	SoulOreMaxDam			8	0	0	0	non	0	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0	0	xxx	xxx				
Soul Ore Enhanced Damage		1	0	0	0	1	0		0	sore			0			18	0	1	69998		s74	s74	s74	16	1	1	0	0	0	flpgsr	invgsrd		0				item_rune	12	item_rune	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	SoulOreEnhDam			8	0	0	0	non	0	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0	0	xxx	xxx				
Soul Ore Attack Rating		1	0	0	0	1	0		0	sore			0			9	0	1	49998		s73	s73	s73	16	1	1	0	0	0	flpgsr	invgsrd		0				item_rune	12	item_rune	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	SoulOreAttRating			8	0	0	0	non	0	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0	0	xxx	xxx				
Soul Ore Attack Rating %		1	0	0	0	1	0		0	sore			0			9	0	1	69998		s76	s76	s76	16	1	1	0	0	0	flpgsr	invgsrd		0				item_rune	12	item_rune	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	SoulOreAttRatingP			8	0	0	0	non	0	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0	0	xxx	xxx				
Soul Ore Attack Speed		1	0	0	0	1	0		0	sore			0			15	0	1	69998		s75	s75	s75	16	1	1	0	0	0	flpgsr	invgsrd		0				item_rune	12	item_rune	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	SoulOreAttSpd			8	0	0	0	non	0	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0	0	xxx	xxx				
Soul Ore Cast Speed		1	0	0	0	1	0		0	sore			0			18	0	1	69998		s77	s77	s77	16	1	1	0	0	0	flpgsr	invgsrd		0				item_rune	12	item_rune	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	SoulOreCastSpd			8	0	0	0	non	0	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0			255	0	0	0	xxx	xxx				
