Id	*hcIdx	BaseId	NextInClass	TransLvl	NameStr	NameStrX	MonStatsEx	cnames	countif	MonProp	MonType	AI	DescStr	Code	enabled	rangedtype	placespawn	spawn	spawnx	spawny	spawnmode	minion1	minion2	SetBoss	BossXfer	PartyMin	PartyMax	MinGrp	MaxGrp	sparsePopulate	Velocity	Run	Rarity	Level	Level(N)	Level(H)	MonSound	UMonSound	threat	aidel	aidel(N)	aidel(H)	aidist	aidist(N)	aidist(H)	aip1	aip1(N)	aip1(H)	aip2	aip2(N)	aip2(H)	aip3	aip3(N)	aip3(H)	aip4	aip4(N)	aip4(H)	aip5	aip5(N)	aip5(H)	aip6	aip6(N)	aip6(H)	aip7	aip7(N)	aip7(H)	aip8	aip8(N)	aip8(H)	MissA1	MissA2	MissS1	MissS2	MissS3	MissS4	MissC	MissSQ	Align	isSpawn	isMelee	npc	interact	inventory	inTown	lUndead	hUndead	demon	flying	opendoors	boss	primeevil	killable	switchai	noAura	nomultishot	neverCount	petIgnore	deathDmg	genericSpawn	zoo	CannotDesecrate	rightArmItemType	leftArmItemType	canNotUseTwoHandedItems	SendSkills	Skill1	Sk1mode	Sk1lvl	Skill2	Sk2mode	Sk2lvl	Skill3	Sk3mode	Sk3lvl	Skill4	Sk4mode	Sk4lvl	Skill5	Sk5mode	Sk5lvl	Skill6	Sk6mode	Sk6lvl	Skill7	Sk7mode	Sk7lvl	Skill8	Sk8mode	Sk8lvl	Drain	Drain(N)	Drain(H)	coldeffect	coldeffect(N)	coldeffect(H)	ResDm	ResMa	ResFi	ResLi	ResCo	ResPo	ResDm(N)	ResMa(N)	ResFi(N)	ResLi(N)	ResCo(N)	ResPo(N)	ResDm(H)	ResMa(H)	ResFi(H)	ResLi(H)	ResCo(H)	ResPo(H)	DamageRegen	SkillDamage	noRatio	ShieldBlockOverride	ToBlock	ToBlock(N)	ToBlock(H)	Crit	minHP	maxHP	AC	Exp	A1MinD	A1MaxD	A1TH	A2MinD	A2MaxD	A2TH	S1MinD	S1MaxD	S1TH	MinHP(N)	MaxHP(N)	AC(N)	Exp(N)	A1MinD(N)	A1MaxD(N)	A1TH(N)	A2MinD(N)	A2MaxD(N)	A2TH(N)	S1MinD(N)	S1MaxD(N)	S1TH(N)	MinHP(H)	MaxHP(H)	AC(H)	Exp(H)	A1MinD(H)	A1MaxD(H)	A1TH(H)	A2MinD(H)	A2MaxD(H)	A2TH(H)	S1MinD(H)	S1MaxD(H)	S1TH(H)	El1Mode	El1Type	El1Pct	El1MinD	El1MaxD	El1Dur	El1Pct(N)	El1MinD(N)	El1MaxD(N)	El1Dur(N)	El1Pct(H)	El1MinD(H)	El1MaxD(H)	El1Dur(H)	El2Mode	El2Type	El2Pct	El2MinD	El2MaxD	El2Dur	El2Pct(N)	El2MinD(N)	El2MaxD(N)	El2Dur(N)	El2Pct(H)	El2MinD(H)	El2MaxD(H)	El2Dur(H)	El3Mode	El3Type	El3Pct	El3MinD	El3MaxD	El3Dur	El3Pct(N)	El3MinD(N)	El3MaxD(N)	El3Dur(N)	El3Pct(H)	El3MinD(H)	El3MaxD(H)	El3Dur(H)	TreasureClass	TreasureClassChamp	TreasureClassUnique	TreasureClassQuest	TreasureClassDesecrated	TreasureClassDesecratedChamp	TreasureClassDesecratedUnique	TreasureClass(N)	TreasureClassChamp(N)	TreasureClassUnique(N)	TreasureClassQuest(N)	TreasureClassDesecrated(N)	TreasureClassDesecratedChamp(N)	TreasureClassDesecratedUnique(N)	TreasureClass(H)	TreasureClassChamp(H)	TreasureClassUnique(H)	TreasureClassQuest(H)	TreasureClassDesecrated(H)	TreasureClassDesecratedChamp(H)	TreasureClassDesecratedUnique(H)	TCQuestId	TCQuestCP	SplEndDeath	SplGetModeChart	SplEndGeneric	SplClientEnd	*eol
vilemother2	299	vilemother1	vilemother3	1	vilemother2Name	StygianHag	vilemother2	ڤ�ӹ�ĸ	1		vilekind	VileMother		VM	1			vilechild2	0	0	NU							1	3		7	7	1	27	57	84	vilemother	vilemother	10	15	14	13				16	18	21	5	5	6	30	35	40	80	90	95	70	60	50	30	30	30	10	8	7													1	1							1		1			1	1													Nest	seq_vileres	1																						100	75	50	-50	-40	-33					25						50		66				150		2				27	27	27	5	343	737	63	154	89	189	93							300	625	80	130	80	130	110							300	625	80	130	80	130	110																																																	Act 4 Cast A	Act 4 Champ A	Act 4 Unique A					Act 4 (N) Cast A	Act 4 (N) Champ A	Act 4 (N) Unique A					Act 4 (H) Cast A	Act 4 (H) Champ A	Act 4 (H) Unique A			Act 4 (H) Champ A Desecrated	Act 4 (H) Unique A Desecrated							0
vilemother3	300	vilemother1	vilemother4	2	vilemother3Name	Grotesque	vilemother3	��ħ��ĸ	1		vilekind	VileMother		VM	1			vilechild3	0	0	NU							2	3		7	7	1	30	57	85	vilemother	vilemother	10	15	14	13				16	19	22	5	6	6	30	35	40	80	90	95	70	60	50	30	30	30	10	8	7													1	1							1		1			1	1													Nest	seq_vileres	1																						100	75	50	-50	-40	-33					40						70		66				160		2				29	29	29	5	342	735	63	168	90	190	92							300	625	80	130	80	130	110							300	625	80	130	80	130	110																																																	Act 4 Cast B	Act 4 Champ B	Act 4 Unique B					Act 4 (N) Cast B	Act 4 (N) Champ B	Act 4 (N) Unique B					Act 4 (H) Cast B	Act 4 (H) Champ B	Act 4 (H) Unique B			Act 4 (H) Champ B Desecrated	Act 4 (H) Unique B Desecrated							0
vilechild1	301	vilechild1	vilechild2	0	vilechild1Name	FleshBeast	vilechild1	Ѫ�F����	3		vilekind	VileDog		VC	1													1	2		8	10	1	24	56	82	vilechild	vilechild	9	15	14	13				80	85	90	10	10	10	80	85	90																									1	1							1					1	1							1																														100	75	50	-50	-40	-33													25				140		2				38	38	38	5	85	212	85	76	44	76	152							75	175	70	40	40	70	85							75	175	70	40	40	70	85																																																	Act 4 Cast A	Act 4 Champ A	Act 4 Unique A					Act 4 (N) Cast A	Act 4 (N) Champ A	Act 4 (N) Unique A					Act 4 (H) Cast A	Act 4 (H) Champ A	Act 4 (H) Unique A			Act 4 (H) Champ A Desecrated	Act 4 (H) Unique A Desecrated							0
vilechild2	302	vilechild1	vilechild3	1	vilechild2Name	StygianDog	vilechild2	ڤ�ӹ���	1		vilekind	VileDog		VC	1													1	3		9	10	1	27	57	84	vilechild	vilechild	9	15	14	13				80	85	90	10	10	10	80	85	90																									1	1							1					1	1							1																														100	75	50	-50	-40	-33					25						50		25				150		2				43	43	43	5	84	210	84	82	48	77	151							75	175	70	40	40	70	85							75	175	70	40	40	70	85																																																	Act 4 Cast A	Act 4 Champ A	Act 4 Unique A					Act 4 (N) Cast A	Act 4 (N) Champ A	Act 4 (N) Unique A					Act 4 (H) Cast A	Act 4 (H) Champ A	Act 4 (H) Unique A			Act 4 (H) Champ A Desecrated	Act 4 (H) Unique A Desecrated							0
vilechild3	303	vilechild1	vilechild4	2	vilechild3Name	GrotesqueWyrm	vilechild3	��ħ����	1		vilekind	VileDog		VC	1													2	3		10	10	1	30	57	85	vilechild	vilechild	9	15	14	13				80	85	90	10	10	10	80	85	90																									1	1							1					1	1							1																														100	75	50	-50	-40	-33					40						70		25				160		2				47	47	47	5	82	210	84	89	48	74	151							75	175	70	40	40	70	85							75	175	70	40	40	70	85																																																	Act 4 Cast A	Act 4 Champ A	Act 4 Unique A					Act 4 (N) Cast A	Act 4 (N) Champ A	Act 4 (N) Unique A					Act 4 (H) Cast A	Act 4 (H) Champ A	Act 4 (H) Unique A			Act 4 (H) Champ A Desecrated	Act 4 (H) Unique A Desecrated							0
fingermage1	304	fingermage1	fingermage2	0	fingermage1Name	Groper	fingermage1	���\ʩ�g��	3		fingermage	FingerMage	homing missiles	FR	1													1	2		10	10	1	24	56	82	fingermage	fingermage	10	15	14	13				40	40	40	40	60	70	50	50	50	30	30	30	15	20	26	5	5	5	40	40	40	12	10	8										1						1			1	1			1	1													FingerMageSpider	S1	3																						100	66	33	-50	-40	-25			40	40					50	50			50			100			2				24	24	24	5	229	527	85	110	51	119	92							120	275	120	135	55	120	120							120	275	120	135	55	120	120																																																	Act 4 Wraith A	Act 4 Champ A	Act 4 Unique A					Act 4 (N) Wraith A	Act 4 (N) Champ A	Act 4 (N) Unique A					Act 4 (H) Wraith A	Act 4 (H) Champ A	Act 4 (H) Unique A			Act 4 (H) Champ A Desecrated	Act 4 (H) Unique A Desecrated							0
fingermage2	305	fingermage1	fingermage3	1	fingermage2Name	Strangler	fingermage2	����	1		fingermage	FingerMage	homing missiles	FR	1													1	3		10	10	1	27	57	84	fingermage	fingermage	10	15	14	13				60	60	60	60	75	85	60	60	60	40	40	40	15	20	26	5	5	5	40	40	40	12	10	8										1						1			1	1			1	1													FingerMageSpider	S1	4																						100	66	33	-50	-40	-25			50	50					60	60			50			100			2				27	27	27	5	228	522	84	120	53	124	93							120	275	120	135	55	120	120							120	275	120	135	55	120	120																																																	Act 4 Wraith B	Act 4 Champ B	Act 4 Unique B					Act 4 (N) Wraith B	Act 4 (N) Champ B	Act 4 (N) Unique B					Act 4 (H) Wraith B	Act 4 (H) Champ B	Act 4 (H) Unique B			Act 4 (H) Champ B Desecrated	Act 4 (H) Unique B Desecrated							0
fingermage3	306	fingermage1	fingermage4	2	fingermage3Name	StormCaster	fingermage3	���Lʩ�g��	1		fingermage	FingerMage	homing missiles	FR	1													2	3		10	10	1	30	58	85	fingermage	fingermage	10	15	14	13				80	60	60	80	85	95	70	70	70	50	50	50	15	20	26	5	5	5	40	40	40	12	10	8										1						1			1	1			1	1													FingerMageSpider	S1	5																						100	66	33	-50	-40	-25			60	60					75	75			50			100			2				29	29	29	5	228	522	84	130	53	122	92							120	275	120	135	55	120	120							120	275	120	135	55	120	120																																																	Act 4 Wraith B	Act 4 Champ B	Act 4 Unique B					Act 4 (N) Wraith B	Act 4 (N) Champ B	Act 4 (N) Unique B					Act 4 (H) Wraith B	Act 4 (H) Champ B	Act 4 (H) Unique B			Act 4 (H) Champ B Desecrated	Act 4 (H) Unique B Desecrated							0
regurgitator1	307	regurgitator1	regurgitator2	0	regurgitator1Name	Corpulent	regurgitator1	ӷ�[�ƹ�	2		regurgitator	Regurgitator	eats and spits corpses	CS	1													1	2		6	10	1	24	56	82	regurgitator	regurgitator	10	15	14	13				70	75	75	20	20	20	40	50	50	10	20	30	3	5	5	25	27	30								regurgitatorcorpse								1	1							1					1	1							1						RegurgitatorEat	S1	1																						100	85	75	-50	-40	-33													50					100	2				24	24	24	5	316	712	85	138	82	138	92							360	800	95	140	85	145	105							360	800	95	140	85	145	105																																																	Act 4 H2H A	Act 4 Champ A	Act 4 Unique A					Act 4 (N) H2H A	Act 4 (N) Champ A	Act 4 (N) Unique A					Act 4 (H) H2H A	Act 4 (H) Champ A	Act 4 (H) Unique A			Act 4 (H) Champ A Desecrated	Act 4 (H) Unique A Desecrated							0
regurgitator2	308	regurgitator1	regurgitator3	1	regurgitator2Name	CorpseSpitter	regurgitator2	�ƹ�	1		regurgitator	Regurgitator	eats and spits corpses	CS	1													1	3		7	10	1	27	57	84	regurgitator	regurgitator	10	15	14	13				80	80	80	20	20	20	50	50	50	10	20	30	6	6	7	25	27	30								regurgitatorcorpse								1	1							1					1	1							1						RegurgitatorEat	S1	2																						100	85	75	-50	-40	-33													50					105	2				27	27	27	5	313	707	84	150	89	148	93							360	800	95	140	85	145	105							360	800	95	140	85	145	105																																																	Act 4 H2H A	Act 4 Champ A	Act 4 Unique A					Act 4 (N) H2H A	Act 4 (N) Champ A	Act 4 (N) Unique A					Act 4 (H) H2H A	Act 4 (H) Champ A	Act 4 (H) Unique A			Act 4 (H) Champ A Desecrated	Act 4 (H) Unique A Desecrated							0
regurgitator3	309	regurgitator1	regurgitator4	2	regurgitator3Name	MawFiend	regurgitator3	ħ���ƹ�	1		regurgitator	Regurgitator	eats and spits corpses	CS	1													2	3		8	10	1	30	57	85	regurgitator	regurgitator	10	15	14	13				90	90	90	20	20	20	60	60	60	10	20	30	9	9	9	25	27	30								regurgitatorcorpse								1	1							1					1	1							1						RegurgitatorEat	S1	3																						100	85	75	-50	-40	-33													50					110	2				29	29	29	5	313	707	84	163	90	148	92							360	800	95	140	85	145	105							360	800	95	140	85	145	105																																																	Act 4 H2H B	Act 4 Champ B	Act 4 Unique B					Act 4 (N) H2H B	Act 4 (N) Champ B	Act 4 (N) Unique B					Act 4 (H) H2H B	Act 4 (H) Champ B	Act 4 (H) Unique B			Act 4 (H) Champ B Desecrated	Act 4 (H) Unique B Desecrated							0
doomknight1	310	doomknight1	dkfig1	0	doomknight1Name	DoomKnight	doomknight1	ĩ���Tʿ	3		doomknight	DoomKnight	Fighter	UM	1													2	3		6	7	1	24	56	82	doomknight	doomknight	10	15	14	13				90	95	100	10	5	5	80	85	90	10	10	10																						1	1					1				1			1	1							1																														100	75	33	-50	-33	-25			80	20	20	40			100	20	20	40	33		110	20	20	50	2			1	24	24	24	5	196	432	107	111	69	151	92							180	375	115	100	70	150	180							180	375	115	100	70	150	180							A1	rand	60	31	62	50	60	30	60	75	60	30	60	100																													Act 4 H2H A	Act 4 Champ A	Act 4 Unique A					Act 4 (N) H2H A	Act 4 (N) Champ A	Act 4 (N) Unique A					Act 4 (H) H2H A	Act 4 (H) Champ A	Act 4 (H) Unique A			Act 4 (H) Champ A Desecrated	Act 4 (H) Unique A Desecrated							0
doomknight2	311	doomknight2		0	doomknight2Name	AbyssKnight	doomknight2	��Y�Tʿ	1		doomknight	AbyssKnight	Fighter Mage	UM	1	1												1	3		7	7	1	27	57	84	doomknight	doomknight	10	15	14	13				40	75	100	80	80	80	90	94	97	10	5	5	6	6	5	1	1	0	70	65	50	40	40	40										1						1				1			1	1													DoomKnightMissile	S1	3	MonBoneArmor	S1	5	MonBoneSpirit	S1	2																100	75	33	-50	-33	-25			40	80	40	40			40	80	40	40	33		40	100	40	50	2				27	27	27	5	193	430	107	121	71	153	93							180	375	115	140	90	140	170							180	375	115	140	90	140	170							A1	rand	40	29	58	50	40	30	60	75	40	30	60	100																													Act 4 H2H B	Act 4 Champ B	Act 4 Unique B					Act 4 (N) H2H B	Act 4 (N) Champ B	Act 4 (N) Unique B					Act 4 (H) H2H B	Act 4 (H) Champ B	Act 4 (H) Unique B			Act 4 (H) Champ B Desecrated	Act 4 (H) Unique B Desecrated							0
doomknight3	312	doomknight3	dkmag1	0	doomknight3Name	OblivionKnight	doomknight3	�z���Tʿ	4		doomknight	OblivionKnight	Mage	UM	1	1						doomknight1				2	4	1	2		8	7	1	30	58	85	doomknight	doomknight	10	15	14	13				6	7	8	25	26	27	500	350	200	50	50	50	80	85	90	30	30	30	30	30	30	9	10	11										1						1				1			1														DoomKnightMissile	S1	3	MonBoneArmor	S1	6	MonBoneSpirit	S1	2	Decrepify	S2	3	Bestow	seq_undeadbestow	2	MonCurseCast	S2	3							100	75	33	-50	-33	-25			60	60	60	60			60	60	80	60	33	25	60	60	180	75	2				29	29	29	5	195	427	107	131	69	153	92							180	375	115	210	60	135	160							180	375	115	210	60	135	160																																																	Act 4 H2H B	Act 4 Champ B	Act 4 Unique B					Act 4 (N) H2H B	Act 4 (N) Champ B	Act 4 (N) Unique B					Act 4 (H) H2H B	Act 4 (H) Champ B	Act 4 (H) Unique B			Act 4 (H) Champ B Desecrated	Act 4 (H) Unique B Desecrated							0
quillbear1	313	quillbear1	quillbear2	0	QuillBear	QuillBear	quillbear1	���ܹ�	1		quillrat	QuillMother		S7	1													1	1		4	4	1							15	15	15				60	70	80	50	60	60	16	12	10	15	15	15																						1	1												1	1																																																													2								0	0												0	0												0	0																																																																																	0
quillbear2	314	quillbear1	quillbear3	1	SpikeGiant	SpikeGiant	quillbear2	��ᔾޫF	1		quillrat	QuillMother		S7	1													1	2		4	4	1							15	15	15				70	75	85	60	70	70	14	10	9	15	15	15																						1	1												1	1							1																																																						2								0	0												0	0												0	0																																																																																	0
quillbear3	315	quillbear1	quillbear4	2	ThornBrute	ThornBrute	quillbear3	���̫F	1		quillrat	QuillMother		S7	1													1	3		5	5	1							15	15	15				80	80	90	70	80	80	12	8	8	15	15	15																						1	1												1	1																																																													2								0	0												0	0												0	0																																																																																	0
quillbear4	316	quillbear1	quillbear5	3	RazorBeast	RazorBeast	quillbear4	�굶�F	1		quillrat	QuillMother		S7	1													2	3		5	5	1							15	15	15				90	90	95	80	80	85	8	7	7	15	15	15																						1	1												1	1																																																													2								0	0												0	0												0	0																																																																																	0
quillbear5	317	quillbear1		4	GiantUrchin	GiantUrchin	quillbear5	���̾ޫF	1		quillrat	QuillMother		S7	1													2	4		6	6	1							15	15	15				95	95	95	90	90	90	6	6	6	15	15	15																						1	1												1	1																																																													2								0	0												0	0												0	0																																																																																	0
snake	318	snake		0	Dummy	Dummy	snake	һ��а������	1			Idle		CO	1													1	1		2	2	1							15	15	15																																				1		1				1								1	1																																																													2								0	0												0	0												0	0																																																																																	0
parrot	319	parrot		0	Dummy	Dummy	parrot	һ��а������	1			Idle		PR	1													1	1		5	5	1							15	15	15																																				1		1				1				1				1	1																																																													2								0	0												0	0												0	0																																																																																	0
fish	320	fish		0	Dummy	Dummy	fish	һ��а������	1			Idle		FJ	1													1	1		5	5	1							15	15	15																																				1	1	1				1								1	1																																																													2								0	0												0	0												0	0																																																																																	0
evilhole1	321	evilhole1	evilhole2	0	Dummy	Dummy	evilhole1	һ��а������	2			EvilHole		EH	1			fallen1	0	0	NU							1	1		0	0	1	1	34	67	smithdeath	smithdeath	9	15	15	15				10	10	10	50	50	50																													1												1														Nest	S4	1																									-50																					2								0	0												0	0												0	0																																																																																	0
evilhole2	322	evilhole1	evilhole3	1	Dummy	Dummy	evilhole2	һ��а������	1			EvilHole		EH				fallen1	0	0	NU							1	1		0	0	1	4	37	70	smithdeath	smithdeath	9	15	15	15				10	10	10	50	50	50																													1												1														Nest	S4	1																									-50																					2								0	0												0	0												0	0																																																																																	0
evilhole3	323	evilhole1	evilhole4	2	Dummy	Dummy	evilhole3	һ��а������	1			EvilHole		EH				fallen1	0	0	NU							1	1		0	0	1	7	40	73	smithdeath	smithdeath	9	15	15	15				10	10	10	50	50	50																													1												1														Nest	S4	1																									-50																					2								0	0												0	0												0	0																																																																																	0
evilhole4	324	evilhole1	evilhole5	3	Dummy	Dummy	evilhole4	һ��а������	1			EvilHole		EH				fallen1	0	0	NU							1	1		0	0	1	9	42	75	smithdeath	smithdeath	9	15	15	15				10	10	10	50	50	50																													1												1														Nest	S4	1																									-50																					2								0	0												0	0												0	0																																																																																	0
evilhole5	325	evilhole1		4	Dummy	Dummy	evilhole5	һ��а������	1			EvilHole		EH				fallen1	0	0	NU							1	1		0	0	1	22	55	83	smithdeath	smithdeath	9	15	15	15				10	10	10	50	50	50																													1												1														Nest	S4	1																									-50																					2								0	0												0	0												0	0																																																																																	0
trap-firebolt	326	trap-firebolt		0	atrap	a trap	trap-firebolt	����	1			Trap-Missile		9A	1													1	1		0	0	1							15	15	15				25	30	32	1	1	1	15	15	15																trapfirebolt																										1	1																																																									2								0	0												0	0												0	0																																																																																	0
trap-horzmissile	327	trap-horzmissile		0	atrap	a trap	trap-horzmissile	����	1			Trap-RightArrow		9A	1													1	1		0	0	1	1	34	67	sk_archer	sk_archer		15	15	15				5	5	5	15	15	15	30	23	18	200	200	200													trap spike right		trap poison ball right	trap cursed skull right																							1	1									PoisonBallTrap	S1	1	CursedBallTrapRight	S1	1																																											2								0	0			51	151	3001							0	0			50	150	5000							0	0			50	150	5000							S1	pois	100	33	33	150	100	33	33	150	100	33	33	150																																																								0
trap-vertmissile	328	trap-vertmissile		0	atrap	a trap	trap-vertmissile	����	1			Trap-LeftArrow		9A	1													1	1		0	0	1	1	34	67	sk_archer	sk_archer		15	15	15				5	5	5	15	15	15	30	23	18	200	200	200													trap spike left		trap poison ball left	trap cursed skull left																							1	1									PoisonBallTrap	S1	1	CursedBallTrapLeft	S1	1																																											2								0	0			51	151	3001							0	0			50	150	5000							0	0			50	150	5000							S1	pois	100	33	33	150	100	33	33	150	100	33	33	150																																																								0
trap-poisoncloud	329	trap-poisoncloud		0	atrap	a trap	trap-poisoncloud	����	1			Trap-Poison		9A	1													1	1		0	0	1							15	15	15				20	20	20	1	1	1	15	15	15																trappoisonjavcloud																										1	1									PrimePoisonNova	A1	1																																														2								0	0												0	0												0	0																																																																																	0
trap-lightning	330	trap-lightning		0	atrap	a trap	trap-lightning	����	1			Trap-Missile		9A	1													1	1		0	0	1							15	15	15				25	30	32	1	1	1	15	15	15																chainlightning																										1	1																																																									2								0	0												0	0												0	0																																																																																	0
act2guard2	331	act2guard2		0	Kaelan	Kaelan	act2guard2	�P�{	1		human	JarJar		GU	1													1	1		6	6	0				act3hire	act3hire	11	15	15	15																																				1	1	1	1	1		1								1	1																																					100	100	100	-50	-50	-50																			2								0	0												0	0												0	0																																																																																	0
invisospawner	332	invisospawner		0	Dummy	Dummy	invisospawner	һ��а������	1			InvisoSpawner		K9	1													1	1		0	0	0							15	15	15				4	4	4	5	5	5	125	125	125																									1	1																1																																																										2								0	0												0	0												0	0																																																																																	0
diabloclone	333	diablo		0	diablocloneName	Diablo	diablo	�ρ����_	3		demon	Diablo		DI	1													1	1		8	8	0	110	110	110	diablo	diablo	14	15	13	12																																													1		1	1	1	1														DiabLight	SC	2	DiabCold	S2	2	DiabFire	S1	4	DiabWall	S3	2	DiabRun	seq_diablorun	5	PrimeFirewall	S3	8	DiabPrison	S3	1	Diablogeddon	S3	5	15	15	15	-10	-10	-10	50	50	75	75	75	75	50	50	75	75	75	75	50	50	95	95	95	95	2			1	50	50	50	5	6427	6427	87	3462	77	197	313	113	257	251				6427	6427	140	3462	100	190	215	110	230	200				6427	6427	140	3462	100	190	215	110	230	200																																														ROP	ROP	ROP					ROP (N)	ROP (N)	ROP (N)					ROP (H)	ROP (H)	ROP (H)								1			0
suckernest1	334	suckernest1	suckernest2	0	SuckerNest	SuckerNest	suckernest1	��Ѫ��֮��	1			MosquitoNest		DH				mosquito1	-2	-2	NU							1	1		0	0	1							15	15	15				16	17	21	25	26	27	200	180	175																									1	1												1														Nest	seq_mosquitonest	1																																														2								310	1375	84	196										600	1375	65	350										600	1375	65	350																																																				Act 1 H2H B	Act 1 Champ B	Act 1 Unique B					Act 1 (N) H2H B	Act 1 (N) Champ B	Act 1 (N) Unique B					Act 1 (H) H2H B	Act 1 (H) Champ B	Act 1 (H) Unique B			Act 1 (H) Champ B Desecrated	Act 1 (H) Unique B Desecrated							0
suckernest2	335	suckernest1	suckernest3	1	FeederNest	FeederNest	suckernest2	�jѪ��֮��	1			MosquitoNest		DH				mosquito2	-2	-2	NU							1	1		0	0	1							15	15	15				16	18	22	25	26	27	200	180	175																									1	1												1														Nest	seq_mosquitonest	1																																														2								324	1375	84	196										600	1375	65	350										600	1375	65	350																																																				Act 1 H2H B	Act 1 Champ B	Act 1 Unique B					Act 1 (N) H2H B	Act 1 (N) Champ B	Act 1 (N) Unique B					Act 1 (H) H2H B	Act 1 (H) Champ B	Act 1 (H) Unique B			Act 1 (H) Champ B Desecrated	Act 1 (H) Unique B Desecrated							0
suckernest3	336	suckernest1	suckernest4	2	BloodHookNest	BloodHookNest	suckernest3	Ѫ�^��֮��	1			MosquitoNest		DH				mosquito3	-2	-2	NU							1	1		0	0	1							15	15	15				16	19	23	25	26	27	200	180	175																									1	1												1														Nest	seq_mosquitonest	1																																														2								321	1375	84	196										600	1375	65	350										600	1375	65	350																																																				Act 2 H2H B	Act 2 Champ B	Act 2 Unique B					Act 1 (N) H2H B	Act 2 (N) Champ B	Act 2 (N) Unique B					Act 1 (H) H2H B	Act 2 (H) Champ B	Act 2 (H) Unique B			Act 2 (H) Champ B Desecrated	Act 2 (H) Unique B Desecrated							0
suckernest4	337	suckernest1		3	BloodWingNest	BloodWingNest	suckernest4	Ѫ����֮��	1			MosquitoNest		DH				mosquito4	-2	-2	NU							1	1		0	0	1							15	15	15				16	20	24	25	26	27	200	180	175																									1	1												1														Nest	seq_mosquitonest	1																																														2								321	1375	85	201										600	1375	65	350										600	1375	65	350																																																				Act 3 H2H B	Act 3 Champ B	Act 3 Unique B					Act 1 (N) H2H B	Act 3 (N) Champ B	Act 3 (N) Unique B					Act 1 (H) H2H B	Act 3 (H) Champ B	Act 3 (H) Unique B			Act 3 (H) Champ B Desecrated	Act 3 (H) Unique B Desecrated							0
act2hire	338	act2hire		0	DesertMerc	DesertMerc	act2hire	ɳĮ���	1		human	Hireable		GU	1													1	1		7	10	0	1	34	67	act2hire	act2hire	11	1	1	1				2	2	2				4	4	4																								1		1			1	1								1	1									sppl	none			Jab	seq_act2guardjab	1																						100	100	100	-50	-50	-50																			4								0	0												0	0												0	0																																																																																	0
minispider	339	minispider		0	Dummy	Dummy	minispider	һ��а������	1			Idle		LS	1													1	1		1	2	1				spider	spider		15	15	15																																						1				1								1	1																																																													2								0	0												0	0												0	0																																																																																	0
boneprison1	340	boneprison1		0	boneprison1Name	skillname88	boneprison1		1		construct	Idle		67	1													1	1		0	0	0	12	45	78	boneprison	boneprison	1	15	15	15																																						1												1	1	1		1																																												70	70					90	200	50				90	200	0								289	962	84											375	625	35											375	625	35																																																																																0
boneprison2	341	boneprison2		0	boneprison2Name	skillname88	boneprison2		1		construct	Idle		66	1													1	1		0	0	0	12	45	78	boneprison	boneprison	1	15	15	15																																						1												1	1	1		1																																												70	70					90	200	50				90	200	0								289	962	84											375	625	35											375	625	35																																																																																0
boneprison3	342	boneprison3		0	boneprison3Name	skillname88	boneprison3		1		construct	Idle		69	1													1	1		0	0	0	12	45	78	boneprison	boneprison	1	15	15	15																																						1												1	1	1		1																																												70	70					90	200	50				90	200	0								289	962	84											375	625	35											375	625	35																																																																																0
boneprison4	343	boneprison4		0	boneprison4Name	skillname88	boneprison4		1		construct	Idle		68	1													1	1		0	0	0	12	45	78	boneprison	boneprison	1	15	15	15																																						1												1	1	1		1																																												70	70					90	200	50				90	200	0								289	962	84											375	625	35											375	625	35																																																																																0
bonewall	344	bonewall		0	bonewallName	Dummy	bonewall	һ��а������	1		construct	BoneWall		BW	1													1	1		0	0	0	7	40	73	bonewall	bonewall	1	15	15	15																																				1		1												1	1	1		1										Bone Wall	NU	0																																70	70					90	200	50				90	200	2		1						28	47	35											220	367	174											646	1077	334																																																																																0
councilmember1	345	councilmember1	councilmember2	0	councilmember1Name	Council Member	councilmember1	�h���ɆT	1	councilmember1	councilmember	HighPriest		HP	1													1	1		6	10	1	25	56	88	councilmember	councilmember	11	15	13	12				75	75	75	25	25	15	125	100	75	40	45	45	70	75	75	8	8	8	15	15	15	30	30	30			highpriestlightning							1								1		1			1	1													Hydra	S1	2	ZakarumHeal	S1	2																			100	85	66	-50	-33	-25													50		120	33	33	33	0				25	25	25	5	286	952	85	149	51	119	93							300	875	110	150	50	120	140							300	875	110	150	50	120	140																																																	Council	Council	Council		Council Desecrated A	Council Desecrated A	Council Desecrated A	Council (N)	Council (N)	Council (N)		Council (N) Desecrated A	Council (N) Desecrated A	Council (N) Desecrated A	Council (H)	Council (H)	Council (H)		Council (H) Desecrated A	Council (H) Desecrated A	Council (H) Desecrated A							0
