Name	Source	ChineseName	ChineseEffect	version	spawnable	rare	level	maxlevel	levelreq	classspecific	class	classlevelreq	frequency	group	mod1code	mod1param	mod1min	mod1max	mod2code	mod2param	mod2min	mod2max	mod3code	mod3param	mod3min	mod3max	transformcolor	itype1	itype2	itype3	itype4	itype5	itype6	itype7	etype1	etype2	etype3	etype4	etype5	multiply	add
of Freezing Arrows		冰凍箭之	等级4 冻结箭（聚气）	100	1	1	50		42		ama	30	0	44	charged	31	-30	-4									lred	miss	abow											0	0
of Freezing Arrows		冰凍箭之	等级4 冻结箭（聚气）	100	1	1	94		86		ama	33	1	44	charged	31	-20	-2									lred	glov												0	0
of Lightning Strike		閃電強擊之	等级4 闪电攻击（聚气）	100	1	1	47		39		ama	30	0	44	charged	34	-60	-4									lred	spea	aspe											0	0
of Lightning Strike		閃電強擊之	等级4 闪电攻击（聚气）	100	1	1	90		82		ama	32	1	44	charged	34	-20	-2									lred	glov												0	0
of Lightning Fury		閃電烈怒之	0	100			49		41		ama	30	1	44	charged	35	-60	-4									lred	amul	circ											0	0
of Lightning Fury		閃電烈怒之	0	100			92		84		ama	33	1	44	charged	35	-20	-2									lred	glov												0	0
of Fire Bolts		火焰彈之	等级10 火弹（聚气）	100	1	1	7		7		sor	1	1	44	charged	36	-30	-10									lred	staf	orb											0	0
of Fire Bolts		火焰彈之	等级10 火弹（聚气）	100	1	1	14		14		sor	1	1	44	charged	36	-20	-6									lred	ring	circ											0	0
of Charged Bolts		電能彈之	等级10 充能弹（聚气）	100	1	1	7		7		sor	1	1	44	charged	38	-30	-10									lred	staf	orb											0	0
of Charged Bolts		電能彈之	等级10 充能弹（聚气）	100	1	1	14		14		sor	1	1	44	charged	38	-20	-6									lred	ring	circ											0	0
of Ice Bolts		寒冰彈之	等级10 冰弹（聚气）	100	1	1	7		7		sor	1	1	44	charged	39	-30	-10									lred	staf	orb											0	0
of Ice Bolts		寒冰彈之	等级10 冰弹（聚气）	100	1	1	14		14		sor	1	0	44	charged	39	-20	-6									lred	knif												0	0
of Frozen Armor		冰封甲之	0	100			7		7		sor	1	1	44	charged	40	-30	-10									lred	staf	orb											0	0
of Frozen Armor		冰封甲之	0	100			14		14		sor	1	1	44	charged	40	-20	-6									lred	tors												0	0
of Static Field		靜電力場之	0	100			12		12		sor	6	1	44	charged	42	-30	-8									lred	staf	orb											0	0
of Static Field		靜電力場之	0	100			24		24		sor	6	1	44	charged	42	-20	-5									lred	ring	circ											0	0
of Telekinesis		心靈傳動之	0	100	1	1	12		12		sor	6	1	44	charged	43	-30	-8									lred	staf	orb											0	0
of Telekinesis		心靈傳動之	0	100	1	1	24		24		sor	6	1	44	charged	43	-20	-5									lred	ring	circ											0	0
of Frost Novas		冰霜新星之	等级8 霜之新星（聚气）	100	1	1	12		12		sor	6	1	44	charged	44	-30	-8									lred	staf	orb											0	0
of Frost Novas		冰霜新星之	等级8 霜之新星（聚气）	100	1	1	24		24		sor	6	1	44	charged	44	-20	-5									lred	amul	circ											0	0
of Ice Blasts		寒冰球之	等级8 冰风暴（聚气）	100	1	1	12		12		sor	6	1	44	charged	45	-30	-8									lred	staf	orb											0	0
of Ice Blasts		寒冰球之	等级8 冰风暴（聚气）	100	1	1	24		24		sor	6	1	44	charged	45	-20	-5									lred	ring	circ											0	0
of Blazing		熾烈之徑	0	100			18		18		sor	12	1	44	charged	46	-30	-7									lred	staf	orb											0	0
of Blazing		熾烈之徑	0	100			36		36		sor	12	1	44	charged	46	-20	-4									lred	boot												0	0
of Fire Balls		火球之	等级7 火球（聚气）	100	1	1	18		18		sor	12	1	44	charged	47	-30	-7									lred	staf	orb											0	0
of Fire Balls		火球之	等级7 火球（聚气）	100	1	1	36		36		sor	12	0	44	charged	47	-20	-4									lred	spea	wand											0	0
of Novas		閃電新星之	等级7 新星（聚气）	100	1	1	18		18		sor	12	1	44	charged	48	-30	-7									lred	staf	orb											0	0
of Novas		閃電新星之	等级7 新星（聚气）	100	1	1	36		36		sor	12	1	44	charged	48	-20	-4									lred	shld												0	0
of Lightning		閃電之	闪电伤害1到9-16	100	1	1	18		18		sor	12	1	44	charged	49	-30	-7									lred	staf	orb											0	0
of Lightning		閃電之	闪电伤害1到9-16	100	1	1	36		36		sor	12	0	44	charged	49	-20	-4									lred	axe	hamm											0	0
of Shiver Armor		碎冰甲之	0	100			18		18		sor	12	1	44	charged	50	-30	-7									lred	staf	orb											0	0
of Shiver Armor		碎冰甲之	0	100			36		36		sor	12	1	44	charged	50	-20	-4									lred	tors												0	0
of Fire Walls		火牆之	0	100			24		24		sor	18	1	44	charged	51	-30	-6									lred	staf	orb											0	0
of Fire Walls		火牆之	0	100			48		48		sor	18	0	44	charged	51	-20	-3									lred	pole												0	0
of Enchantment		附魔之	等级3 强化（聚气）	100	1	1	24		24		sor	18	1	44	charged	52	-20	-3									lred	staf	orb											0	0
of Enchantment		附魔之	等级3 强化（聚气）	100	1	1	48		48		sor	18	0	44	charged	52	-10	-1									lred	mele												0	0
of Chain Lightning		連鎖閃電之	攻击时5%施展3级连锁闪电	100	1	1	24		24		sor	18	1	44	charged	53	-30	-6									lred	staf	orb											0	0
of Chain Lightning		連鎖閃電之	攻击时5%施展3级连锁闪电	100	1	1	48		48		sor	18	0	44	charged	53	-20	-3									lred	spea												0	0
of Teleportation		傳送之	等级6 传送（聚气）	100	1	1	24		24		sor	18	1	44	charged	54	-30	-6									lred	staf	orb											0	0
of Teleportation		傳送之	等级6 传送（聚气）	100	1	1	48		48		sor	18	1	44	charged	54	-20	-3									lred	amul	circ											0	0
of Glacial Spikes		冰川之槍	等级6 冰尖柱（聚气）	100	1	1	24		24		sor	18	1	44	charged	55	-30	-6									lred	staf	orb											0	0
of Glacial Spikes		冰川之槍	等级6 冰尖柱（聚气）	100	1	1	48		48		sor	18	0	44	charged	55	-20	-3									lred	knif												0	0
of Meteors		隕石之	等级5 陨石（聚气）	100	1	1	30		30		sor	24	1	44	charged	56	-30	-5									lred	staf	orb											0	0
of Meteors		隕石之	等级5 陨石（聚气）	100	1	1	60		60		sor	24	0	44	charged	56	-20	-2									lred	knif	club											0	0
of Thunder Storm		雷暴之	0	100			30		30		sor	24	1	44	charged	57	-30	-5									lred	staf	orb											0	0
of Thunder Storm		雷暴之	0	100			60		60		sor	24	0	44	charged	57	-20	-2									lred	hamm	club											0	0
of Energy Shield		能量護盾之	0	100			30		30		sor	24	1	44	charged	58	-30	-5									lred	staf	orb											0	0
of Energy Shield		能量護盾之	0	100			60		60		sor	24	1	44	charged	58	-20	-2									lred	helm												0	0
of Blizzards		暴風雪之	等级5 暴风雪（聚气）	100	1	1	30		30		sor	24	1	44	charged	59	-30	-5									lred	staf	orb											0	0
of Blizzards		暴風雪之	等级5 暴风雪（聚气）	100	1	1	60		60		sor	24	0	44	charged	59	-20	-2									lred	knif												0	0
of Chilling Armor		寒冰甲之	0	100			30		30		sor	24	1	44	charged	60	-30	-5									lred	staf	orb											0	0
of Chilling Armor		寒冰甲之	0	100			60		60		sor	24	1	44	charged	60	-20	-2									lred	tors												0	0
of Hydras		多頭蛇之	0	100			36		36		sor	30	1	44	charged	62	-30	-3									lred	staf	orb											0	0
of Hydras		多頭蛇之	0	100			72		72		sor	30	0	44	charged	62	-20	-1									lred	club												0	0
of Frozen Orbs		冰封球之	等级3 冰封球（聚气）	100	1	1	36		36		sor	30	1	44	charged	64	-30	-3									lred	staf	orb											0	0
of Frozen Orbs		冰封球之	等级3 冰封球（聚气）	100	1	1	72		72		sor	30	0	44	charged	64	-20	-1									lred	knif												0	0
of Amplify Damage		傷害加深之	0	100			7		7		nec	1	1	44	charged	66	-60	-10									lred	wand	head											0	0
of Amplify Damage		傷害加深之	0	100			14		14		nec	1	0	44	charged	66	-20	-6									lred	blun												0	0
of Teeth		剔骨之牙	等级10 牙（聚气）	100	1	1	7		7		nec	1	1	44	charged	67	-60	-10									lred	wand	head											0	0
of Teeth		剔骨之牙	等级10 牙（聚气）	100	1	1	14		14		nec	1	0	44	charged	67	-20	-6									lred	swor												0	0
of Bone Armor		骸骨護甲之	0	100			7		7		nec	1	1	44	charged	68	-60	-10									lred	wand	head											0	0
of Bone Armor		骸骨護甲之	0	100			14		14		nec	1	1	44	charged	68	-20	-6									lred	tors												0	0
of Raise Skeletons		復生骷髏之	0	100			7		7		nec	1	1	44	charged	70	-60	-10									lred	wand	head											0	0
of Raise Skeletons		復生骷髏之	0	100			14		14		nec	1	1	44	charged	70	-20	-6									lred	amul	circ											0	0
of Dim Vision		昏暗視野之	等级8 微暗灵视（聚气）	100	1	1	12		12		nec	6	1	44	charged	71	-60	-8									lred	wand	head											0	0
of Dim Vision		昏暗視野之	等级8 微暗灵视（聚气）	100	1	1	24		24		nec	6	1	44	charged	71	-20	-5									lred	ring	circ											0	0
of Weaken		削弱之	等级8 削弱（聚气）	100	1	1	12		12		nec	6	1	44	charged	72	-60	-8									lred	wand	head											0	0
of Weaken		削弱之	等级8 削弱（聚气）	100	1	1	24		24		nec	6	1	44	charged	72	-20	-5									lred	glov												0	0
of Poison Dagger		淬毒匕首之	等级8 淬毒匕首（聚气）	100	1	1	12		12		nec	6	1	44	charged	73	-60	-8									lred	head												0	0
of Poison Dagger		淬毒匕首之	等级8 淬毒匕首（聚气）	100	1	1	24		24		nec	6	1	44	charged	73	-20	-5									lred	glov	ring	circ										0	0
of Corpse Explosions		屍爆之	0	100			12		12		nec	6	1	44	charged	74	-60	-8									lred	wand	head											0	0
of Corpse Explosions		屍爆之	0	100			24		24		nec	6	0	44	charged	74	-20	-5									lred	club												0	0
of Clay Golem Summoning		黏土魔像之	0	100			12		12		nec	6	1	44	charged	75	-60	-8									lred	wand	head											0	0
of Clay Golem Summoning		黏土魔像之	0	100			24		24		nec	6	1	44	charged	75	-20	-5									lred	amul	circ											0	0
of Iron Maiden		攻擊反噬之	0	100			18		18		nec	12	1	44	charged	76	-60	-7									lred	wand	head											0	0
of Iron Maiden		攻擊反噬之	0	100			36		36		nec	12	1	44	charged	76	-20	-4									lred	shld												0	0
of Terror		恐懼之	等级7 恐惧（聚气）	100	1	1	18		18		nec	12	1	44	charged	77	-60	-7									lred	wand	head											0	0
of Terror		恐懼之	等级7 恐惧（聚气）	100	1	1	36		36		nec	12	1	44	charged	77	-20	-4									lred	shld												0	0
of Bone Walls		骨牆之	0	100			18		18		nec	12	1	44	charged	78	-60	-7									lred	wand	head											0	0
of Bone Walls		骨牆之	0	100			36		36		nec	12	0	44	charged	78	-20	-4									lred	club	mace	scep										0	0
of Raise Skeletal Mages		骷髏法師之	0	100			18		18		nec	12	1	44	charged	80	-60	-7									lred	wand	head											0	0
of Raise Skeletal Mages		骷髏法師之	0	100			36		36		nec	12	1	44	charged	80	-20	-4									lred	amul	circ											0	0
of Confusion		混亂之	等级6 迷乱（聚气）	100	1	1	24		24		nec	18	1	44	charged	81	-60	-6									lred	wand	head											0	0
of Confusion		混亂之	等级6 迷乱（聚气）	100	1	1	48		48		nec	18	1	44	charged	81	-20	-3									lred	ring	circ											0	0
of Life Tap		偷取生命之	等级6 偷取生命（聚气）	100	1	1	24		24		nec	18	1	44	charged	82	-60	-6									lred	wand	head											0	0
of Life Tap		偷取生命之	等级6 偷取生命（聚气）	100	1	1	48		48		nec	18	0	44	charged	82	-20	-3									lred	axe												0	0
of Poison Explosion		毒爆之	0	100			24		24		nec	18	1	44	charged	83	-60	-6									lred	wand	head											0	0
of Poison Explosion		毒爆之	0	100			48		48		nec	18	0	44	charged	83	-20	-3									lred	blun												0	0
of Bone Spears		骨矛之	等级6 骨矛（聚气）	100	1	1	24		24		nec	18	1	44	charged	84	-60	-6									lred	wand	head											0	0
of Bone Spears		骨矛之	等级6 骨矛（聚气）	100	1	1	48		48		nec	18	0	44	charged	84	-20	-3									lred	spea												0	0
of Blood Golem Summoning		鮮血魔像之	0	100			24		24		nec	18	1	44	charged	85	-60	-6									lred	wand	head											0	0
of Blood Golem Summoning		鮮血魔像之	0	100			48		48		nec	18	0	44	charged	85	-20	-3									lred	axe												0	0
of Attraction		致命吸引之	等级5 吸引（聚气）	100	1	1	30		30		nec	24	1	44	charged	86	-60	-5									lred	wand	head											0	0
of Attraction		致命吸引之	等级5 吸引（聚气）	100	1	1	60		60		nec	24	1	44	charged	86	-20	-2									lred	ring	amul	circ										0	0
of Decrepification		衰老之	0	100			30		30		nec	24	1	44	charged	87	-60	-5									lred	wand	head											0	0
of Decrepification		衰老之	0	100			60		60		nec	24	1	44	charged	87	-20	-2									lred	shld												0	0
of Bone Imprisonment		骨牢之	0	100			30		30		nec	24	1	44	charged	88	-60	-5									lred	wand	head											0	0
of Bone Imprisonment		骨牢之	0	100			60		60		nec	24	0	44	charged	88	-20	-2									lred	mace	scep											0	0
of Iron Golem Creation		鋼鐵魔像之	0	100			30		30		nec	24	1	44	charged	90	-60	-5									lred	wand	head											0	0
of Iron Golem Creation		鋼鐵魔像之	0	100			60		60		nec	24	0	44	charged	90	-20	-2									lred	swor												0	0
of Lower Resistance		降低抗性之	等级3 降低抵抗（聚气）	100	1	1	36		36		nec	30	1	44	charged	91	-60	-3									lred	wand	head											0	0
of Lower Resistance		降低抗性之	等级3 降低抵抗（聚气）	100	1	1	72		72		nec	30	1	44	charged	91	-20	-1									lred	staf												0	0
of Poison Novas		劇毒新星之	等级3 剧毒新星（聚气）	100	1	1	36		36		nec	30	1	44	charged	92	-60	-3									lred	wand	head											0	0
of Poison Novas		劇毒新星之	等级3 剧毒新星（聚气）	100	1	1	72		72		nec	30	1	44	charged	92	-20	-1									lred	glov												0	0
of Bone Spirits		骸骨之魂	等级3 白骨之魂（聚气）	100	1	1	36		36		nec	30	1	44	charged	93	-60	-3									lred	wand	head											0	0
of Bone Spirits		骸骨之魂	等级3 白骨之魂（聚气）	100	1	1	72		72		nec	30	1	44	charged	93	-20	-1									lred	amul	circ											0	0
of Fire Golem Summoning		火焰魔像之	0	100			36		36		nec	30	1	44	charged	94	-60	-3									lred	wand	head											0	0
of Fire Golem Summoning		火焰魔像之	0	100			72		72		nec	30	0	44	charged	94	-20	-1									lred	hamm												0	0
of Revivification		復元之	生命恢复11-15	100			36		36		nec	30	1	44	charged	95	-60	-3									lred	wand	head											0	0
of Revivification		復元之	生命恢复11-15	100			72		72		nec	30	0	44	charged	95	-20	-1									lred	pole												0	0
of Sacrifice		犧牲之	等级10 牺牲（聚气）	100	1	1	7		7		pal	1	0	44	charged	96	-30	-10									lred	scep	ashd											0	0
of Sacrifice		犧牲之	等级10 牺牲（聚气）	100	1	1	14		14		pal	1	0	44	charged	96	-20	-6									lred	mele							scep					0	0
of Holy Bolts		聖光彈之	等级8 圣光弹（聚气）	100	1	1	12		12		pal	6	0	44	charged	101	-30	-8									lred	scep	ashd											0	0
of Holy Bolts		聖光彈之	等级8 圣光弹（聚气）	100	1	1	24		24		pal	6	1	44	charged	101	-20	-5									lred	amul	circ											0	0
of Zeal		熱忱之	等级7 热诚（聚气）	100	1	1	18		18		pal	12	0	44	charged	106	-30	-7									lred	scep	ashd											0	0
of Zeal		熱忱之	等级7 热诚（聚气）	100	1	1	36		36		pal	12	0	44	charged	106	-20	-4									lred	mele							scep					0	0
of Vengeance		復仇之	等级6 复仇（聚气）	100	1	1	24		24		pal	18	0	44	charged	111	-30	-6									lred	scep	ashd											0	0
of Vengeance		復仇之	等级6 复仇（聚气）	100	1	1	48		48		pal	18	0	44	charged	111	-20	-3									lred	swor	axe											0	0
of Blessed Hammers		祝福之鎚	等级6 祝福之锤（聚气）	100	1	1	24		24		pal	18	0	44	charged	112	-30	-6									lred	scep	ashd											0	0
of Blessed Hammers		祝福之鎚	等级6 祝福之锤（聚气）	100	1	1	48		48		pal	18	0	44	charged	112	-20	-3									lred	hamm												0	0
of Conversion		招降之	0	100			30		30		pal	24	0	44	charged	116	-30	-5									lred	scep	ashd											0	0
of Conversion		招降之	0	100			60		60		pal	24	0	44	charged	116	-20	-2									lred	blun							scep					0	0
of Fist of the Heavens		天堂之拳	0	100			36		36		pal	30	0	44	charged	121	-30	-3									lred	scep	ashd											0	0
of Fist of the Heavens		天堂之拳	0	100			72		72		pal	30	1	44	charged	121	-20	-1									lred	glov												0	0
of Bashing		猛擊之	0	100	1	1	7		7		bar	1	1	44	charged	126	-60	-10									lred	phlm												0	0
of Bashing		猛擊之	0	100	1	1	14		14		bar	1	0	44	charged	126	-20	-6									lred	mele							staf	wand	orb			0	0
of Howling		狂嗥之	0	100			7		7		bar	1	1	44	charged	130	-60	-10									lred	phlm												0	0
of Howling		狂嗥之	0	100			14		14		bar	1	1	44	charged	130	-20	-6									lred													0	0
of Potion Finding		尋找藥水	0	100			7		7		bar	1	1	44	charged	131	-60	-10									lred	phlm												0	0
of Potion Finding		尋找藥水	0	100			14		14		bar	1	1	44	charged	131	-20	-6									lred													0	0
of Taunting		嘲諷之	0	100			12		12		bar	6	1	44	charged	137	-60	-8									lred	phlm												0	0
of Taunting		嘲諷之	0	100			24		24		bar	6	1	44	charged	137	-20	-5									lred													0	0
of Shouting		大吼之	0	100			12		12		bar	6	1	44	charged	138	-60	-8									lred	phlm												0	0
of Shouting		大吼之	0	100			24		24		bar	6	1	44	charged	138	-20	-5									lred													0	0
of Stunning		擊昏之	等级7 击晕（聚气）	100	1	1	18		18		bar	12	1	44	charged	139	-60	-7									lred	phlm							staf	wand	orb			0	0
of Stunning		擊昏之	等级7 击晕（聚气）	100	1	1	36		36		bar	12	0	44	charged	139	-20	-4									lred	mele												0	0
of Item Finding		尋找物品	0	100			18		18		bar	12	1	44	charged	142	-60	-7									lred	phlm												0	0
of Item Finding		尋找物品	0	100			36		36		bar	12	1	44	charged	142	-20	-4									lred													0	0
of Concentration		專注打擊之	等级6 专心（聚气）	100	1	1	24		24		bar	18	1	44	charged	144	-60	-6									lred	phlm												0	0
of Concentration		專注打擊之	等级6 专心（聚气）	100	1	1	48		48		bar	18	0	44	charged	144	-20	-3									lred	mele							staf	wand	orb			0	0
of Battle Cry		戰鬥怒吼之	0	100			24		24		bar	18	1	44	charged	146	-60	-6									lred	phlm												0	0
of Battle Cry		戰鬥怒吼之	0	100			48		48		bar	18	1	44	charged	146	-20	-3									lred													0	0
of Battle Orders		戰鬥命令之	0	100			30		30		bar	24	1	44	charged	149	-60	-5									lred	phlm												0	0
of Battle Orders		戰鬥命令之	0	100			60		60		bar	24	1	44	charged	149	-20	-2									lred													0	0
of Grim Ward		恐怖圖騰之	等级5 残酷吓阻（聚气）	100	1	1	30		30		bar	24	1	44	charged	150	-60	-5									lred	phlm												0	0
of Grim Ward		恐怖圖騰之	等级5 残酷吓阻（聚气）	100	1	1	60		60		bar	24	1	44	charged	150	-20	-2									lred	amul												0	0
of War Cry		戰爭狂嘯之	0	100			36		36		bar	30	1	44	charged	154	-60	-3									lred	phlm												0	0
of War Cry		戰爭狂嘯之	0	100			72		72		bar	30	1	44	charged	154	-20	-1									lred													0	0
of Battle Command		戰鬥指揮之	0	100			36		36		bar	30	1	44	charged	155	-60	-3									lred	phlm												0	0
of Battle Command		戰鬥指揮之	0	100			72		72		bar	30	1	44	charged	155	-20	-1									lred													0	0
of Firestorms		火焰風暴之	等级10 火风暴（聚气）	100	1	1	7		7		dru	1	0	44	charged	225	-30	-10									lred	club												0	0
of Firestorms		火焰風暴之	等级10 火风暴（聚气）	100	1	1	14		14		dru	1	1	44	charged	225	-20	-6									lred	staf												0	0
of Molten Boulders		熔火巨石之	0	100			12		12		dru	6	0	44	charged	229	-30	-8									lred	club												0	0
of Molten Boulders		熔火巨石之	0	100			24		24		dru	6	0	44	charged	229	-20	-5									lred	mace												0	0
of Eruption		裂地之火	等级7 火山爆（聚气）	100	1	1	18		18		dru	12	0	44	charged	234	-30	-7									lred	club												0	0
of Eruption		裂地之火	等级7 火山爆（聚气）	100	1	1	36		36		dru	12	1	44	charged	234	-20	-4									lred	staf												0	0
of Cyclone Armor		氣旋護甲之	0	100			18		18		dru	12	0	44	charged	235	-30	-7									lred	club												0	0
of Cyclone Armor		氣旋護甲之	0	100			36		36		dru	12	1	44	charged	235	-20	-4									lred	tors												0	0
of Twister		旋風之	等级6 小旋风（聚气）	100	1	1	24		24		dru	18	0	44	charged	240	-30	-6									lred	club												0	0
of Twister		旋風之	等级6 小旋风（聚气）	100	1	1	48		48		dru	18	1	44	charged	240	-20	-3									lred	amul	circ											0	0
of Volcano		火山噴發之	等级6 火山（聚气）	100	1	1	30		30		dru	24	0	44	charged	244	-30	-6									lred	club												0	0
of Volcano		火山噴發之	等级6 火山（聚气）	100	1	1	60		60		dru	24	0	44	charged	244	-20	-3									lred	hamm												0	0
of Tornado		龍捲風之	等级5 龙卷风（聚气）	100	1	1	30		30		dru	24	0	44	charged	245	-30	-5									lred	club												0	0
of Tornado		龍捲風之	等级5 龙卷风（聚气）	100	1	1	60		60		dru	24	1	44	charged	245	-20	-2									lred	amul	circ											0	0
of Armageddon		毀天滅地之	0	100			36		36		dru	30	0	44	charged	249	-30	-3									lred	club												0	0
of Armageddon		毀天滅地之	0	100			72		72		dru	30	1	44	charged	249	-20	-1									lred	staf												0	0
of Hurricane		颶風之	0	100			36		36		dru	30	0	44	charged	250	-30	-3									lred	club												0	0
of Hurricane		颶風之	0	100			72		72		dru	30	1	44	charged	250	-20	-1									lred	amul	circ											0	0
of Damage Amplification		傷害加深之	击中时5%施展1级伤害加深	100	1	1	3						1	44	hit-skill	66	5	2									lred	weap							orb					0	0
of the Icicle		冰刺之	冰冷伤害1到3-4，持续3秒	100	1	1	37		29				2	10	cold-min		2	3	cold-max		6	10	cold-len		50	50	lred	jewl												0	0
of the Glacier		冰河之	冰冷伤害2-4到4-15，持续4秒	100	1		58		50				2	10	cold-min		4	5	cold-max		11	15	cold-len		50	50	lred	jewl												0	0
of Fire		火焰之	火焰伤害1-4到6-11	100	1	1	36		28				2	12	fire-min		4	10	fire-max		11	30					lred	jewl												0	0
of Burning		燃燒之	火焰伤害5-9到10-20	100	1	1	57		49				2	12	fire-min		11	25	fire-max		31	50					lred	jewl												0	0
of Lightning		閃電之	闪电伤害1到9-16	100	1	1	36		28				2	13	ltng-min		1	1	ltng-max		21	60					lred	jewl												0	0
of Thunder		雷電之	闪电伤害1到17-40	100	1	1	57		49				2	13	ltng-min		1	1	ltng-max		61	100					lred	jewl												0	0
of Daring		膽識之	敏捷1-3	100	1	1	19		14				3	17	dex		4	6									lred	jewl												0	0
of Daring		膽識之	敏捷1-3	100	1	1	36		28				3	17	dex		7	9									lred	jewl												0	0
of Knowledge		知識之	精力1-5	100	1	1	24		18				3	23	enr		4	6									lred	jewl												0	0
of Knowledge		知識之	精力1-5	100	1	1	41		33				3	23	enr		7	9									lred	jewl												0	0
of Virility		氣力之	力量1-4	100	1	1	33		25				4	31	str		5	6									lred	jewl												0	0
of Virility		氣力之	力量1-4	100	1	1	50		42				4	31	str		7	9									lred	jewl												0	0
of Readiness		迅速之	攻击速度10%	1	1	1	20		15				2	7	swing1		10	10									lred	glov	helm											0	0
of Craftsmanship		工匠之	最大伤害1	100	1	1	1		1				4	14	dmg-max		1	1									lred	lcha												0	0
of Quality		優良之	最大伤害2	100	1	1	41		33				4	14	dmg-max		2	2									lred	lcha												0	0
of Maiming		殘害之	最大伤害3-4	100	1		71		63				4	14	dmg-max		3	4									lred	lcha												0	0
of Craftsmanship		工匠之	最大伤害1	100	1	1	26		19				4	14	dmg-max		1	1									lred	mcha												0	0
of Quality		優良之	最大伤害2	100	1		56		48				4	14	dmg-max		2	2									lred	mcha												0	0
of Craftsmanship		工匠之	最大伤害1	100	1	1	85		77				4	14	dmg-max		1	1									lred	scha												0	0
of Blight		荒疫之	毒素伤害7，持续3秒	100	1	1	1		1				2	16	dmg-pois	75	21	21									lred	lcha												0	0
of Venom		劇毒之	毒素伤害21，持续4秒	100	1	1	6		4				1	16	dmg-pois	100	39	39									lred	lcha												0	0
of Pestilence		疫癘之	毒素伤害50，持续5秒	100	1	1	14		10				1	16	dmg-pois	125	52	52									lred	lcha												0	0
of Anthrax		炭疽之	毒素伤害100，持续6秒	100	1		21		15				1	16	dmg-pois	150	86	86									lred	lcha												0	0
of Blight		荒疫之	毒素伤害7，持续3秒	100	1	1	5		3				2	16	dmg-pois	75	21	21									lred	mcha												0	0
of Venom		劇毒之	毒素伤害21，持续4秒	100	1	1	13		9				1	16	dmg-pois	100	39	39									lred	mcha												0	0
of Pestilence		疫癘之	毒素伤害50，持续5秒	100	1	1	23		17				1	16	dmg-pois	125	52	52									lred	mcha												0	0
of Anthrax		炭疽之	毒素伤害100，持续6秒	100	1		33		25				1	16	dmg-pois	150	86	86									lred	mcha												0	0
of Blight		荒疫之	毒素伤害7，持续3秒	100	1	1	9		6				2	16	dmg-pois	75	21	21									lred	scha												0	0
of Venom		劇毒之	毒素伤害21，持续4秒	100	1	1	20		15				1	16	dmg-pois	100	39	39									lred	scha												0	0
of Pestilence		疫癘之	毒素伤害50，持续5秒	100	1	1	32		24				1	16	dmg-pois	125	52	52									lred	scha												0	0
of Anthrax		炭疽之	毒素伤害100，持续6秒	100	1		44		36				1	16	dmg-pois	150	86	86									lred	scha												0	0
of Frost		冰霜之	冰冷伤害1，持续1秒	100	1	1	5		3				2	10	cold-min		1	1	cold-max		2	2	cold-len		25	25	lred	lcha												0	0
of the Icicle		冰刺之	冰冷伤害1到3-4，持续3秒	100	1	1	8		6				1	10	cold-min		2	2	cold-max		3	4	cold-len		25	25	lred	lcha												0	0
of the Glacier		冰河之	冰冷伤害2-4到4-15，持续4秒	100	1	1	15		11				1	10	cold-min		3	3	cold-max		5	7	cold-len		25	25	lred	lcha												0	0
of Winter		嚴冬之	冰冷伤害5-9到16-50，持续6秒	100	1		23		17				1	10	cold-min		4	6	cold-max		8	11	cold-len		25	25	lred	lcha												0	0
of Frost		冰霜之	冰冷伤害1，持续1秒	100	1	1	9		6				2	10	cold-min		1	1	cold-max		2	3	cold-len		25	25	lred	mcha												0	0
of the Icicle		冰刺之	冰冷伤害1到3-4，持续3秒	100	1	1	15		11				1	10	cold-min		2	2	cold-max		4	5	cold-len		25	25	lred	mcha												0	0
of the Glacier		冰河之	冰冷伤害2-4到4-15，持续4秒	100	1	1	25		18				1	10	cold-min		3	3	cold-max		6	8	cold-len		25	25	lred	mcha												0	0
of Winter		嚴冬之	冰冷伤害5-9到16-50，持续6秒	100	1		35		27				1	10	cold-min		4	6	cold-max		9	12	cold-len		25	25	lred	mcha												0	0
of Frost		冰霜之	冰冷伤害1，持续1秒	100	1	1	14		10				2	10	cold-min		1	1	cold-max		2	2	cold-len		25	25	lred	scha												0	0
of the Icicle		冰刺之	冰冷伤害1到3-4，持续3秒	100	1	1	21		15				1	10	cold-min		2	2	cold-max		3	4	cold-len		25	25	lred	scha												0	0
of the Glacier		冰河之	冰冷伤害2-4到4-15，持续4秒	100	1	1	33		25				1	10	cold-min		3	3	cold-max		5	6	cold-len		25	25	lred	scha												0	0
of Winter		嚴冬之	冰冷伤害5-9到16-50，持续6秒	100	1		46		38				1	10	cold-min		4	5	cold-max		7	9	cold-len		25	25	lred	scha												0	0
of Flame		火炎之	火焰伤害1到2-5	100	1	1	3		2				2	12	fire-min		1	1	fire-max		2	2					lred	lcha												0	0
of Fire		火焰之	火焰伤害1-4到6-11	100	1	1	8		6				1	12	fire-min		1	2	fire-max		3	3					lred	lcha												0	0
of Burning		燃燒之	火焰伤害5-9到10-20	100	1	1	14		10				1	12	fire-min		2	3	fire-max		4	7					lred	lcha												0	0
of Incineration		焚絕之	火焰伤害10-20到21-75	100	1		22		16				1	12	fire-min		4	7	fire-max		8	14					lred	lcha												0	0
of Flame		火炎之	火焰伤害1到2-5	100	1	1	7		5				2	12	fire-min		1	1	fire-max		2	2					lred	mcha												0	0
